imdbID,overview_NLG,overview_Sentiment,Featured Review,review_NLG,review_Sentiment
tt5649144,"story precocious six year-old ragtag group friend whose summer break filled childhood wonder , possibility sense adventure adult around struggle hard time .",0.4215,"I think Wayne put it best when he said:""Don't, uh... Don't care much for kids, so...""","think wayne put best said : '' n't , uh ... n't care much kid , ... ''",0.3761
tt5715874,"dr. steven murphy renowned cardiovascular surgeon presides spotless household wife two child . lurking margin idyllic suburban existence martin , fatherless teen insinuates doctor 's life gradually unsettling way .",-0.128,"I am a big fan of some of Yorgos Lanthimos' earlier work, soThe Killing of a Sacred Deer, which I had been told in no uncertain terms would be a straight up horror movie, was well and truly on the agenda for 2017. Unfortunately, I found that not only wasSacred Deernot at all a horror, but more importantly that it lacked the dark whimsy of something truly odd, like the director's previous film,Lobster. Instead it opts for an outright uncomfortable tone. The world is real, boringly so, and it is only the characters who seem unbelievable. Which is a 180 on the sort of absurdism I usually...read the rest.","big fan yorgos lanthimos ' earlier work , sothe killing sacred deer , told uncertain term would straight horror movie , well truly agenda 2017. unfortunately , found wassacred deernot horror , importantly lacked dark whimsy something truly odd , like director 's previous film , lobster . instead opts outright uncomfortable tone . world real , boringly , character seem unbelievable . 180 sort absurdism usually ... read rest .",-0.6808
tt3402236,genius belgian detective hercule poirot investigates murder american tycoon aboard orient express train .,-0.6808,"I am a great fan of Agatha Christie in general and Hercule Poirot in particular. When yet another remake of Murder on the Orient express came out I was somewhat hesitant. After all, the one with David Suchet was perfect.","great fan agatha christie general hercule poirot particular . yet another remake murder orient express came somewhat hesitant . , one david suchet perfect .",0.5709
tt2380307,"despite family ’ baffling generations-old ban music , miguel dream becoming accomplished musician like idol , ernesto de la cruz . desperate prove talent , miguel find stunning colorful land dead following mysterious chain event . along way , meet charming trickster hector , together , set extraordinary journey unlock real story behind miguel 's family history .",0.5423,"Spectacularly colourful with a sweet, (albeit predictable) path. Certainly not a misfire from Pixar, but also did not appeal to me personally in the way that many of their other films have.","spectacularly colourful sweet , ( albeit predictable ) path . certainly misfire pixar , also appeal personally way many film .",0.6597
tt0491175,"quiet family town suburbicon 1950s , best worst humanity hilariously reflected deed seemingly ordinary people . home invasion turn deadly , picture-perfect family turn blackmail , revenge murder .",-0.8402,"The Coens are experts in their ability to write a political satire, or a movie with a strong political message, and make it feel natural and organic to the plot so much so that, even if you don't agree with whatever they are trying to say, you don't care because they are still telling a great story...and the story always comes first.","coens expert ability write political satire , movie strong political message , make feel natural organic plot much , even n't agree whatever trying say , n't care still telling great story ... story always come first .",0.8157
tt5727282,"swedish björn borg american john mcenroe , best tennis player world , maintain legendary duel 1980 wimbledon tournament .",0.6369,You can't be serious!,ca n't serious !,0.1316
tt5816682,queen victoria strike unlikely friendship young indian clerk named abdul karim .,0.34,"A good movie, on almost every level.","good movie , almost every level .",0.4404
tt5580036,"competitive ice skater tonya harding rise amongst rank u.s. figure skating championship , future sport thrown doubt ex-husband intervenes .",0.2732,"Fantastic feel-good story with an anti-establishment vibe. The movie challenges your interpretation of the events at the time, and has several sobering moments (oj news coverage, tonya spitting blood). Also funny as all get out.","fantastic feel-good story anti-establishment vibe . movie challenge interpretation event time , several sobering moment ( oj news coverage , tonya spitting blood ) . also funny get .",0.7184
tt5143890,u.s. marshal seeking justice brother 's murder defends small town corrupt mayor henchman intent revive civil war .,-0.5859,"I guess they got their copy of that memo that seems to be going around that says ""Westerns aren't allowed to be good now"". 
Lang is way above this sort of tripe.",guess got copy memo seems going around say `` western n't allowed good '' . lang way sort tripe .,-0.3412
tt6304046,college student start experience extreme seizure . soon learns violent episode symptom inexplicable ability .,-0.3818,"He has an interesting story. I don't understand the last part, but maybe I need to watch it one more time, but it attracts you.","interesting story . n't understand last part , maybe need watch one time , attracts .",0.6597
tt5982852,"blunt , abrasive yet oddly compassionate jagdishwar mishra aka jolly , small-time struggling lawyer move kanpur city nawab pursue dream becoming big-time lawyer .",0.6908,"Everything was fine about the movie, but I find the end disappointing apogee left the film kinda blown off\n
2.5*","everything fine movie , find end disappointing apogee left film kinda blown off\n 2.5 *",-0.34
tt5859238,"follows journey 90-year-old atheist quirky character inhabit off-the-map desert town . find precipice life , thrust journey self-exploration .",0,A meditation on mortality,meditation mortality,0
tt4468740,"paddington , happily settled brown , pick series odd job buy perfect present aunt lucy , stolen .",0.4215,"Possibly better than its predecessor, which is no small feat.","possibly better predecessor , small feat .",0.4404
tt0093727,"story rise madame suburban brothel catering older men , inspired real experience cynthia payne . story follows christine painter down-at-heel waitress , help prostitute shirley cross-dressing wing commander morten , seek earnings turning suburban home brothel . long girl chaining judge , spanking general attending need honourable member . christine see providing vital service harmless pervs finally house busted case come court , 's fair say presiding judge n't unfamiliar work .",0.926,"Julie Walters is great in this story of a woman who starts off life working in a café but ends up being arrested for living off the immoral earnings made running a brothel for the great and the good. It's loosely based on the rise and fall of the renowned madam Cynthia Payne (who consulted on the drama) and reaches inside the murky sex industry, laying bare peccadilloes galore as we discover a wide variety of kinks that keep all ranges of society entertained and/or employed. ""Christine"" is a shrewd business woman whom aided by her stalwart ""Dolly"" (Danny Schiller); ""Shirley"" (Shirley Stelfox) a...read the rest.","julie walter great story woman start life working café end arrested living immoral earnings made running brothel great good . 's loosely based rise fall renowned madam cynthia payne ( consulted drama ) reach inside murky sex industry , laying bare peccadillo galore discover wide variety kink keep range society entertained and/or employed . `` christine '' shrewd business woman aided stalwart `` dolly '' ( danny schiller ) ; `` shirley '' ( shirley stelfox ) ... read rest .",0.8316
tt4686844,"dictator joseph stalin dy , parasitic crony square frantic power struggle become next soviet leader . bumble , brawl back-stab way top , question remains — running government ?",-0.5267,"Pretty genuinely funny, which I was not expecting. A great one for me and my roommate with a hammer and sickle tattoo to watch together.","pretty genuinely funny , expecting . great one roommate hammer sickle tattoo watch together .",0.8807
tt6133130,"unconventional life dr. william marston , harvard psychologist inventor helped invent modern lie detector test created wonder woman 1941 .",0.25,"It's not often a movie can make me feel An Emotion™, but withProfessor Marston and the Wonder Women, I sure did. It doesn't exploit those avenues as well as it perhaps could have, and feels underdeveloped in a great many of its aspects, but still as both biopic and character drama, Wonder Women is a success.","'s often movie make feel emotion™ , withprofessor marston wonder woman , sure . n't exploit avenue well perhaps could , feel underdeveloped great many aspect , still biopic character drama , wonder woman success .",0.8619
tt2586120,"gino meet racing driver bénédicte , 's love first sight . gino secret . kind secret endanger life .",0.8225,What a shambles[contains spoilers],shamble [ contains spoiler ],0
tt6738136,jen 's romantic getaway wealthy married boyfriend disrupted friend arrive impromptu hunting trip . tension mount house situation culminates unexpected way .,0.7269,The kick in the pants that exploitation films needs.,kick pant exploitation film need .,0
tt5923026,"encountering group bandit plan rape steal , young widow venture wilderness search justice .",-0.6705,"""A stylised arthouse horror/thriller that doubles as an elegantly intellectual think-piece concerning the region’s gender politics...""",`` stylised arthouse horror/thriller double elegantly intellectual think-piece concerning region ’ gender politics ... '',0.7351
tt3859272,"mckayla sadie , two death-obsessed teenage girl , use online show real-life tragedy send small midwestern town frenzy cement legacy modern horror legend .",-0.886,"I was very excited to see Brianna Hildebrand and Alexandra Shipp in a female-led horror movie after their run in their respectiveX-Menmovies. Unfortunately, Tragedy Girls didn't resonate with me. Maybe it's just because I'm too old (though probably not seeing as I'm between the ages of the two leads), maybe it's the movie's fault, maybe it's mine, but either way, I can't come away fromTragedy Girlswith a recommendation.","excited see brianna hildebrand alexandra shipp female-led horror movie run respectivex-menmovies . unfortunately , tragedy girl n't resonate . maybe 's 'm old ( though probably seeing 'm age two lead ) , maybe 's movie 's fault , maybe 's mine , either way , ca n't come away fromtragedy girlswith recommendation .",-0.8957
tt6164502,"poor estonian village , group peasant use magic folk remedy survive winter , young woman try get young man love .",0.2732,"In the real world, magical thinking is a type of fallacy and a source of many superstitions, but in a film like November, it can be the difference between life and death, salvation and damnation. The characters in this Bergmanesque Estonian-German fairy tale, written and directed by Rainer Sarnet, live in a village surrounded by an honest-to-goodness Haunted Forest, although for them it would be weird if it weren’t haunted — to put it in perspective, pacts with the devil are so common that cunning villagers manage to fool the devil by using the sap of blackcurrants instead of blood to sign the...read the rest.","real world , magical thinking type fallacy source many superstition , film like november , difference life death , salvation damnation . character bergmanesque estonian-german fairy tale , written directed rainer sarnet , live village surrounded honest-to-goodness haunted forest , although would weird ’ haunted — put perspective , pact devil common cunning villager manage fool devil using sap blackcurrants instead blood sign ... read rest .",-0.9766
tt2291540,"jeffrey dahmer struggle difficult family life young boy . teenage year slowly transforms , edging closer serial killer become .",-0.8442,"Tonally flawless, but narratively weak","tonally flawless , narratively weak",0.1027
tt6346162,"rousing tale jack kelly , charismatic newsboy leader ragged band teenaged 'newsies , ' dream better life far hardship street . publishing titan raise distribution price newsboy ' expense , jack find cause fight rally newsies across city strike take stand 's right .",-0.128,"Its very rare a Broadway musical finds its way to the big screen but with Newsies it was just destined to happen with some of the best dancing, and singing you will ever see. Newsies is has always been a 10/10 but now thanks to this professional recording its an 11 in my book","rare broadway musical find way big screen newsies destined happen best dancing , singing ever see . newsies always 10/10 thanks professional recording 11 book",0.7964
tt5711148,"liverpool , 1978 : start vibrant affair legendary femme-fatale , eccentric academy award-winning actress gloria grahame , young lover , british actor peter turner , quickly grows deeper relationship , turner person gloria turn comfort .",0.8658,"I really liked Annette Bening in films like Regarding Henry and An American President, so I am a little surprised I didn’t catch this film closer to its release date. It is an excellent movie, well written and with strong acting across the board. The drama queen movie star is nearly a movie cliche, but it isn’t overplayed here by Bening or the script. M","really liked annette bening film like regarding henry american president , little surprised ’ catch film closer release date . excellent movie , well written strong acting across board . drama queen movie star nearly movie cliche , ’ overplayed bening script .",0.936
tt3829920,member granite mountain hotshot battle deadly wildfire save arizona town .,0.1531,"Overall : A captivating story of courage, bravery, and loyalty that will powerfully inspire and grip hearts with its incredible storytelling and character development.","overall : captivating story courage , bravery , loyalty powerfully inspire grip heart incredible storytelling character development .",0.9274
tt2283362,"four teenager detention discover old video game console game ’ never heard . decide play , immediately sucked jungle world jumanji body avatar . ’ complete adventure life filled fun , thrill danger stuck game forever !",-0.6283,Eh.  This was so-so.  I like the rock so ill give this a 6 out of 10. The original was WAYYYYY better.,eh . so-so . like rock ill give 6 10. original wayyyyy better .,0.5994
tt0366920,"elizabeth bennet hard-working , intelligent college student wo n't even think marriage graduate . meet jack wickham , good-looking playboy , darcy , sensible businessman , elizabeth 's determination put test . see exterior discover true intention ? based jane austen 's timeless tale pride prejudice .",0.765,"I am a big Austen fan, and I love her novel Pride and Prejudice so I like to check out all the movie adaptations.  This movie is very enjoyable especially if you are also an Austen fan.  Their adaptation is very creative and I appreciated the choices they made to update the story.  I don't know what the connection is to the Mormons but it does not detract from the movie.  I don't think the word Mormon is heard in the movie, and the church they visit could be any modern church.  Having religious characters does help the characters stay true to their Austen-era values.  Most of the fun of any P&P...read the rest.","big austen fan , love novel pride prejudice like check movie adaptation . movie enjoyable especially also austen fan . adaptation creative appreciated choice made update story . n't know connection mormon detract movie . n't think word mormon heard movie , church visit could modern church . religious character help character stay true austen-era value . fun p & p ... read rest .",0.9834
tt2776878,"group u.s. soldier returning iraq struggle integrate back family civilian life , living memory war threatens destroy long 've left battlefield .",-0.9313,"Well acted effort from the main characters, and a fine script for this biography film.","well acted effort main character , fine script biography film .",0.4404
tt6018306,"thirty year serving together vietnam war , larry , sal richard , reunite different type mission : bury doc 's son , young marine killed iraq . forgoing burial , trio take casket bittersweet trip coast new hampshire - along way , reminiscing coming term shared memory war continues shape life .",-0.9042,One of the funniest films I have watched in some time. Great writing and acting.,one funniest film watched time . great writing acting .,0.8271
tt4778988,story u.s. president lyndon baines johnson young day west texas white house .,0,Every now and again you get an IMDB moderator that strikes down anything political that he doesn't agree with...,every get imdb moderator strike anything political n't agree ...,-0.3839
tt6000478,"hard-nosed liberal lawyer roman j. israel fighting good fight forever others take credit . partner – firm 's frontman – heart attack , israel suddenly take role . soon discovers unsettling truth firm – truth conflict value helping poor dispossessed – find existential crisis lead extreme action .",-0.6124,"Denzel Washington is a delight to watch in 'Roman J. Israel, Esq.'.","denzel washington delight watch 'roman j. israel , esq . ' .",0.5994
tt4555426,"may 1940 , fate world war ii hang winston churchill , must decide whether negotiate adolf hitler fight knowing could mean end british empire .",-0.7579,"As with many of the biopics I've seen recently,Darkest Houris more focussed on delivering you the facts than getting you involved with the characters. It is an interesting idea to have the majority of the story revolve around the of whether or not to sue for peace. That as a core concept in so much as the question of ""Do I take the guarantee of saving my country or do I take the risk of saving the world?"" and beyond that ""Is there even a right answer to that question? And who am I to decide something this big?"" is a great philosophical centre for a movie. But I never felt like I knew why an...read the rest.","many biopics 've seen recently , darkest houri focussed delivering fact getting involved character . interesting idea majority story revolve around whether sue peace . core concept much question `` take guarantee saving country take risk saving world ? '' beyond `` even right answer question ? decide something big ? '' great philosophical centre movie . never felt like knew ... read rest .",0.7529
tt2527336,"rey develops newly discovered ability guidance luke skywalker , unsettled strength power . meanwhile , resistance prepares battle first order .",0.1531,"My oldest son, as well as myself of course, wanted to watch this movie already before Christmas when it went up Geneva but it was pretty much sold out (unless you wanted to sit at the very edge of the theatre). I manage to book tickets for yesterday though so…here’s my ramblings about the movie.","oldest son , well course , wanted watch movie already christmas went geneva pretty much sold ( unless wanted sit edge theatre ) . manage book ticket yesterday though so…here ’ ramblings movie .",0.6486
tt1389072,kindly occupational therapist undergoes new procedure shrunken four inch tall wife help save planet afford nice lifestyle time .,0.8979,Really weird and pointless movie. He decides to become small but then that's pretty much it. After he has the operation there's really nothing else interesting about the movie after that. I give it a 4 just cause the Vietnamize lady had me cracking up.,really weird pointless movie . decides become small 's pretty much . operation 's really nothing else interesting movie . give 4 cause vietnamize lady cracking .,-0.081
tt5175450,"story mark felt , name `` deep throat '' helped journalist bob woodward carl bernstein uncover watergate scandal 1974 .",-0.4404,"Liam Neeson is fine in the role of Mark Felt, and the subject matter itself is deeply intriguing, but is dealt with in such an odd way. Bad odd. It is essentially a sequence of disparate scenes with no connective tissue other than that they are about the same conspiracy, which unfolds very quickly in a straight line with no consequences felt... Felt... Ohhh. I see what I did there.","liam neeson fine role mark felt , subject matter deeply intriguing , dealt odd way . bad odd . essentially sequence disparate scene connective tissue conspiracy , unfolds quickly straight line consequence felt ... felt ... ohhh . see .",-0.8492
tt6359956,"amy , kiki carla – three under-appreciated over-burdened woman – rebel challenge expectation super bowl mother : christmas . creating perfect holiday family ’ hard enough , hosting entertaining mother .",0.9287,I might be a man but let me tell you this was one of the funniest movies I have seen this year I laughed out loud more than once and got the Christmas spirit the rest of the time the 3 beautiful women were just a joy to watch and the whole celebration of family and hilarious comedy mixed is such a Christmas treat if  your looking for some Christmas fun and full of lol moments I totally can recommend this one,might man let tell one funniest movie seen year laughed loud got christmas spirit rest time 3 beautiful woman joy watch whole celebration family hilarious comedy mixed christmas treat looking christmas fun full lol moment totally recommend one,0.9846
tt5723272,"katja 's life collapse death husband son bomb attack . time mourning injustice , katja seek revenge .",-0.9732,Disappointingly shallow,disappointingly shallow,-0.4404
tt5580390,"other-worldly story , set backdrop cold war era america circa 1962 , mute janitor working lab fall love amphibious man held captive devise plan help escape .",0.5719,"Bend me, shape me, anyway you want me!","bend , shape , anyway want !",0.1511
tt4209788,"molly bloom , young skier former olympic hopeful becomes successful entrepreneur ( target fbi investigation ) establishes high-stakes , international poker game .",0.7964,"Hinges completely on Jessica Chastain's performance (which thankfully is pretty great all around) but Idris Elba in his supporting role cannot be understated. The two of them quickfire dialogue in true Sorkin fashion, and whileMolly's Gamewill probably not top anybody's lists for 2017, I do think most people will at the very least gain something from the movie, be it insight or enjoyment. Hopefully? Both.","hinge completely jessica chastain 's performance ( thankfully pretty great around ) idris elba supporting role understated . two quickfire dialogue true sorkin fashion , whilemolly 's gamewill probably top anybody 's list 2017 , think people least gain something movie , insight enjoyment . hopefully ? .",0.9644
tt3531176,"last store defunct shopping mall , 91-year-old sonia warshawski – great-grandmother , businesswoman , holocaust survivor – run tailor shop ’ owned 30 year . ’ served eviction notice , specter retirement prompt sonia resist harrowing past refugee witness genocide .",-0.128,"Big Sonia provides a light-hearted yet straightforward account of her  post-holocaust life and the horrific struggles she endured and triumphed over during a very dark period of history.  Sonia and her remaining family (and friends) are on a mission to socialize what really happened and to help educate not only today's youth on the topic, but to also spread the power of love and how we are all empowered to make a difference in life.  Great movie, will bring tears, but worth every minute, even while the end credits are rolling!","big sonia provides light-hearted yet straightforward account post-holocaust life horrific struggle endured triumphed dark period history . sonia remaining family ( friend ) mission socialize really happened help educate today 's youth topic , also spread power love empowered make difference life . great movie , bring tear , worth every minute , even end credit rolling !",0.941
tt5657846,brad dusty must deal intrusive father holiday .,0.4019,"Like the first film, 'Daddy’s Home 2' is nothing special but isn't bad either. A fine watch, nothing more or less.","like first film , 'daddy ’ home 2 ' nothing special n't bad either . fine watch , nothing le .",-0.4057
tt3521126,"aspiring actor hollywood meet enigmatic stranger name tommy wiseau , meeting lead actor path nobody could predicted ; creating worst movie ever made .",-0.4404,"Maybe not quite the movie of the year I had been led to believe, but hey, it's better than the movie it's about the making of. As much of a chore as it is, I would recommend watchingThe Room first, not as a necessity, just for a better perspective.","maybe quite movie year led believe , hey , 's better movie 's making . much chore , would recommend watchingthe room first , necessity , better perspective .",0.8074
tt1139592,"taking place last day creeper ’ twenty-three-day feeding frenzy , skeptical sergeant tubbs team task force hellbent destroying creeper good . creeper fight back gory glory enemy grow closer ever learning secret dark origin .",-0.7845,"Somehow, even compared to the massive disappointment that wasJeepers Creepers 2, this movie is still a letdown. If you're looking for an excuse to not give literal paedophile Victor Salva any of your your hard-earned money, here's one:Jeepers Creepers 3fuckin' sucks.","somehow , even compared massive disappointment wasjeepers creeper 2 , movie still letdown . 're looking excuse give literal paedophile victor salva hard-earned money , 's one : jeepers creeper 3fuckin ' suck .",-0.7096
tt5375434,"little sicilian village edge forest , giuseppe , boy 13 , vanishes . luna , classmate love , refuse accept mysterious disappearance . rebel silence complicity surround , find descends dark world swallowed lake mysterious entrance .",0.6124,Extraordinary film-making of the highest calibre[contains spoilers],extraordinary film-making highest calibre [ contains spoiler ],0
tt6294822,cover-up spanned four u.s. president pushed country 's first female newspaper publisher hard-driving editor join unprecedented battle journalist government . inspired true event .,0.5267,"Firing on all Oscar-bait cylinders,The Postis much more about the facts of the events than an insight into the people involved in them. It has some laughs in it, but it's far from a comedy.","firing oscar-bait cylinder , postis much fact event insight people involved . laugh , 's far comedy .",0.5719
tt7207238,"drawing never-before-seen footage tucked away national geographic archive , director brett morgen tell story jane goodall , woman whose chimpanzee research revolutionized understanding natural world .",0.3612,"Seeing Jane Goodall speak years ago in Portland was one the best speeches I’ve witnessed. Viewing this movie really brought that back into the front of my memory and had me tearing up during the first third of this documentary. What Jane Goodall did is nothing short of miraculous. As a young woman with no formal education in this area of study, she really gave no fucks and pursued her dream. Her determination to succeed in spite of the odds became a passion even before she realized her true purpose in Gombe.","seeing jane goodall speak year ago portland one best speech ’ witnessed . viewing movie really brought back front memory tearing first third documentary . jane goodall nothing short miraculous . young woman formal education area study , really gave fuck pursued dream . determination succeed spite odds became passion even realized true purpose gombe .",0.8665
tt1485796,"story american showman p.t . barnum , founder circus became famous traveling ringling bros. barnum & amp ; bailey circus .",0,"Like many other folks, I have a sort of allergy to hype: particularly when it is built on power ballads and an actor who just doesn't ""belong"" in the role. I also saw Michael Crawford doing his ""Barnum"" thing on stage in 1982 - so to be fair, my expectations of this were not especially high. I was pleasantly surprised! Jackman as the street urchin son of an itinerant tailor with grand dreams is really pretty good. He brings oodles of charisma to the part of P.T. Barnum determined to win the love of ""Charity"" (Michelle Williams), despite her being from a wealthy family living well beyond his mea...read the rest.","like many folk , sort allergy hype : particularly built power ballad actor n't `` belong '' role . also saw michael crawford `` barnum '' thing stage 1982 - fair , expectation especially high . pleasantly surprised ! jackman street urchin son itinerant tailor grand dream really pretty good . brings oodles charisma part p.t . barnum determined win love `` charity '' ( michelle williams ) , despite wealthy family living well beyond mea ... read rest .",0.9867
tt3411444,"ferdinand , little bull , prefers sitting quietly cork tree smelling flower versus jumping around , snorting , butting head bull . ferdinand grows big strong , temperament remains mellow , one day five men come choose `` biggest , fastest , roughest bull '' bullfight madrid ferdinand mistakenly chosen . based classic 1936 child 's book munro leaf .",0.2732,A fun movie for the kids with a pertinent message about winning a fight without fighting.,fun movie kid pertinent message winning fight without fighting .,0.7359
tt5562652,"documentary alleging cdc , government agency charged protecting health american citizen , destroyed data 2004 study allegedly showed link mmr vaccine autism .",-0.6124,"""A competently presented piece of investigative filmmaking, albeit one buoyed by the typical heavy-handedness of a heart-over-head polemic...""","`` competently presented piece investigative filmmaking , albeit one buoyed typical heavy-handedness heart-over-head polemic ... ''",0
tt5776858,"1950s london , renowned british dressmaker reynolds woodcock come across alma , young , strong-willed woman , soon becomes ever present life muse lover .",0.5859,"Probably the best, least biased documentary criticism of Jordan Peterson made thus far","probably best , least biased documentary criticism jordan peterson made thus far",0.4791
tt3901826,"headstrong young girl afghanistan , ruled taliban , disguise boy order provide family .",-0.25,"""Parvana"" is a young girl - only eleven years old - who is forced to use all of her wits and intelligence to help her family survive once her father is arrested and imprisoned by the Taliban government in Afghanistan. Her number one problem is, though, that girls are not even allowed outside of their homes without a male relative, much less permitted to work on the streets where she (recently shorn and pretending to be a boy) regales the curious with some fantastic tales of mystery and romance to try to make some money! She now has to tread a very fine line between keeping the cash coming in an...read the rest.","`` parvana '' young girl - eleven year old - forced use wit intelligence help family survive father arrested imprisoned taliban government afghanistan . number one problem , though , girl even allowed outside home without male relative , much le permitted work street ( recently shorn pretending boy ) regales curious fantastic tale mystery romance try make money ! tread fine line keeping cash coming ... read rest .",0.7424
tt1605790,"orphan abused abandoned , believed dead , upon return first feared ghost , projected superhero .",-0.9442,The second half of the film won me over.,second half film .,0
tt3780500,"set dugout aisne 1918 , group british officer , led mentally disintegrating young officer stanhope , variously await fate .",0.1027,"I wouldn’t have thought it was possible to make a movie that takes place mostly in a World War I trench and dugout could hold my attention as well as Journey’s End did. Except perhaps for the excesses of Captain Stanhope’s temper and demeanor, the ensemble cast does well with the realistic dialogue.","’ thought possible make movie take place mostly world war trench dugout could hold attention well journey ’ end . except perhaps excess captain stanhope ’ temper demeanor , ensemble cast well realistic dialogue .",-0.5423
tt6896536,troubled family must face fact tragedy strike son 's desolate military post .,-0.836,A fascinating political allegory,fascinating political allegory,0.5423
tt2798920,"biologist sign dangerous , secret expedition mysterious zone law nature n't apply .",-0.4767,"Annihilation is a thrilling Sci-Fi mind bender that will have you thinking throughout the entire film. There was not a second that I was not constantly reformulating my theories about what was causing the anomaly and what was going to happen next, which is a great experience for a film. I really enjoyed how the movie took a more realistic approach based on science. The team gathered of multiple field experts to investigate this event was reminiscent of The Arrival and was fascinating. I found that there were certain plot points that were a little far-fetched, i.e. Lena being added to the team a...read the rest.","annihilation thrilling sci-fi mind bender thinking throughout entire film . second constantly reformulating theory causing anomaly going happen next , great experience film . really enjoyed movie took realistic approach based science . team gathered multiple field expert investigate event reminiscent arrival fascinating . found certain plot point little far-fetched , i.e . lena added team ... read rest .",0.9468
tt6802308,"aug. 21 , 2015 , world watch stunned silence medium report thwarted terrorist attack train 's bound paris -- attempt prevented three young american traveling together europe . heroic courageous action anthony sadler , alek skarlatos spencer stone help save life 500 passenger board .",0.5719,"""An instinctual act of remarkable heroism is afforded the least remarkable effort of director Clint Eastwood’s long career..""",`` instinctual act remarkable heroism afforded least remarkable effort director clint eastwood ’ long career .. '',0.9001
tt5120400,mother must protect family christmas day demented stranger hell bent tearing apart .,-0.4588,That's how I feel on Australian Christmas too.,'s feel australian christmas .,0
tt1590193,"businessman , daily commute home , get unwittingly caught criminal conspiracy threatens life life around .",-0.8555,It's as dull as my usual ride in a usual train going home.,'s dull usual ride usual train going home .,-0.4019
tt6203570,"epic cinematic musical collaboration sherpa filmmaker jennifer peedom australian chamber orchestra , explores humankind 's fascination high place .",0.4939,"Mountain peaks with its immersive cinematic photography and glacial poetry. “Mountains were places of peril, not beauty. An upper world to be shunned, not sought out. How then have mountains now come to hold a spellbound? Drawing us into their dominion. Often at the cost of lives. Because the mountains we climb are not made only of rock and ice, but also dreams...and desire. The mountains we climb, are mountains of the mind.”","mountain peak immersive cinematic photography glacial poetry . “ mountain place peril , beauty . upper world shunned , sought . mountain come hold spellbound ? drawing u dominion . often cost life . mountain climb made rock ice , also dream ... desire . mountain climb , mountain mind . ”",0.7003
tt5933560,"comedy , set 1983 small town virginia , center around 13 year old family . story hairstyle gone incredibly wrong young girl 's plight fit encountering bully new school .",-0.3804,"Decent watch, probably won't watch again, but can recommend.","decent watch , probably wo n't watch , recommend .",-0.2755
tt6433880,"zombie apocalypse threatens sleepy town little – christmas – forcing anna friend fight , slash sing way survival , facing undead desperate race reach loved one . soon discover one safe new world , civilization falling apart around , people truly rely .",0.5859,This review is written by a huge zombie movie fan.,review written huge zombie movie fan .,0.5574
tt5340300,"charley thompson , teenager living single father , get summer job working horse trainer del montgomery . bonding aging racehorse named lean pete , charley horrified learn bound slaughter , steal horse , duo embark odyssey across new american frontier .",-0.7717,"Decent enough, but not a patch on Haigh's previous work","decent enough , patch haigh 's previous work",0
tt5700176,"father dy , young woman return yorkshire village first time 15 year claim family farm belief .",0,"A story that highlights the extent of the mess a single abusive parent can leave behind, but also a glimpse of hope and recovery by confronting the trauma 7/10. Well acted by the two leads. This is a slow-burner, but very atmospheric and beautiful cinematography.","story highlight extent mess single abusive parent leave behind , also glimpse hope recovery confronting trauma 7/10 . well acted two lead . slow-burner , atmospheric beautiful cinematography .",0
tt6958212,"1929 , australian aboriginal stockman kill white station owner self-defense go lam , pursued posse .",-0.6908,"I went in toSweet Countrycompletely blind, had no idea what it was about, knew literally nothing beyond Sam Neill being in it, and the fact that it was called ""Sweet Country"" (good thing too, 'cause the trailer I watched for it a week later spoils literally the most important and final plot point).","went tosweet countrycompletely blind , idea , knew literally nothing beyond sam neill , fact called `` sweet country '' ( good thing , 'cause trailer watched week later spoil literally important final plot point ) .",0.6124
tt5726086,"parapsychologist elise rainier team travel five key , nm , investigate man ’ claim haunting . terror soon strike rainier realizes house life family ’ old home .",-0.7184,"I think thatInsidiousmight genuinely be a franchise best watched in the story's chronological order, rather than the movies' release dates. I can't be certain though, because I'd have to re-watch them all to make sure I'm not making a bad recommendation, and I'm not super keen on doing that seeing as this one and the one preceding it were both kinda... bad.","think thatinsidiousmight genuinely franchise best watched story 's chronological order , rather movie ' release date . ca n't certain though , 'd re-watch make sure 'm making bad recommendation , 'm super keen seeing one one preceding kinda ... bad .",0.6232
tt6421110,"mary hit woman working organized crime family boston , whose life completely turned around meet young boy whose path cross professional hit go bad .",-0.7906,"Very different from advertised,Proud Marywas not groundbreaking, but it appealed to me enough personally that I'd be interested in seeing Taraji P. Henson tackle the character again in the future.","different advertised , proud marywas groundbreaking , appealed enough personally 'd interested seeing taraji p. henson tackle character future .",0.7003
tt2873282,"prima ballerina dominika egorova face bleak uncertain future suffers injury end career . soon turn sparrow school , secret intelligence service train exceptional young people use mind body weapon . dominika emerges dangerous sparrow completing sadistic training process . come term new ability , meet cia agent try convince person trust .",-0.4019,It's one of those movies where you know what's going to happen in the end but you aren't sure how it's going to happen. Then at the end you know you have to watch it again so that you can understand how it happened.,'s one movie know 's going happen end n't sure 's going happen . end know watch understand happened .,-0.2411
tt0108565,"wake jamaican emancipation , french colonist annette cosway fall poverty marries racist englishman paul mason . annette 's young son dy fire started former slave , mason flees england , leaving grief-stricken wife creole daughter antoinette behind . soon antoinette learns must marry claim inheritance set sight rochester , englishman eerily similar mason .",-0.886,"Tragedy, love, hate and madness in 19th century Jamaica","tragedy , love , hate madness 19th century jamaica",-0.7783
